DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20250420,548,4,755,6,558,47.46787608335912,74.59282740989518,435.9392965067457
20250420,655,4,1000,12,218,17.825265031103015,21.03499802804369,179.1397369408533
20250420,362,4,134,8,769,31.931284092040446,85.21519289716102,651.8535230107985
20250420,246,4,365,4,117,15.57726510768157,9.686639351516739,91.7360955408017
20250420,265,4,974,6,168,15.199024918715818,10.746812292581096,142.05416278870308
20250420,990,4,949,20,977,102.45750499618947,87.16300359780571,787.3794914060048
20250420,405,4,242,17,232,29.40414810195147,30.02032378064229,172.57552811740624
20250420,631,4,482,13,565,68.52930864135669,82.89353235731312,413.5771590013302
20250420,80,4,794,11,746,86.54353015640866,102.74475277474903,556.7117170688423
20250420,370,4,400,15,346,46.677894102387555,19.757972092285286,279.5641338053272
20250420,4,4,907,19,669,79.29051810202428,50.46582463684733,539.2436572611284
20250420,331,4,204,4,100,7.481758300648021,5.950540569522604,86.56770112982937
20250420,186,4,780,17,537,50.735432583911305,79.03537261918082,407.2291947969079
20250420,936,4,590,18,756,101.93247877054789,83.50188584642518,570.5656353830269
20250420,413,4,838,18,162,4.888720556262703,16.42430182861442,140.68697761512288
20250420,748,4,693,8,109,2.5108091321402752,10.623664976209463,95.86552589165026
20250420,218,4,41,20,165,12.786071000212905,24.198077404248313,128.01585159553878
20250420,785,4,8,6,521,77.49866269213798,59.9263334093347,383.5750038985273
20250420,813,4,359,16,570,23.129377141666307,57.01102980194527,489.8595930563884
20250420,570,4,10,5,185,19.255519463734064,26.19311277181592,139.55136776445002
20250420,376,4,652,12,117,14.534483843566978,15.024593794177534,87.44092236225549
20250420,150,4,97,10,983,19.97734164124564,96.67349210921654,866.3491662495378
20250420,27,4,280,5,638,85.95141624257296,58.259975360168234,493.7886083972588
20250420,162,4,34,18,936,115.60289439646085,104.9143180387301,715.4827875648091
20250420,172,4,293,16,917,98.30476595635486,135.6280962936076,683.0671377500375
20250420,605,4,617,20,707,28.345316715630602,73.93108705966789,604.7235962247015
20250420,756,4,351,19,627,83.85486829020851,71.61816550789455,471.5269662018969
20250420,689,4,912,2,641,70.06661966657096,55.85044205024329,515.0829382831857
20250420,820,4,251,7,842,42.245003202975276,65.79433745338835,733.9606593436364
20250420,562,4,475,16,174,25.759601476700173,21.15520609601982,127.08519242728
20250420,386,4,842,1,759,99.19078129939138,60.40513877530349,599.4040799253052
20250420,208,4,210,16,636,40.01755970267058,53.65361121015134,542.3288290871781
20250420,561,4,735,11,642,25.40231456841103,87.40447274253795,529.193212689051
20250420,577,4,940,1,439,31.683269401242434,61.287734076773056,346.0289965219845
20250420,978,4,895,1,254,25.464043423698534,16.203354628865135,212.33260194743633
20250420,57,4,951,14,746,31.01766802249981,107.8551878942335,607.1271440832667
20250420,671,4,437,15,716,44.09563874202205,76.10904807322854,595.7953131847494
20250420,98,4,594,14,155,21.047051798632616,14.125740293859042,119.82720790750834
20250420,518,4,155,4,281,16.999318977929228,40.206137800597844,223.79454322147294
20250420,536,4,311,12,245,36.3363221591934,35.85133167149397,172.81234616931263
20250420,335,4,588,4,144,17.97848577437366,15.727726530422593,110.29378769520375
20250420,689,4,879,2,905,112.85223211712056,99.02258425619544,693.125183626684
20250420,176,4,574,19,989,127.52397366890823,134.65954764942154,726.8164786816702
20250420,526,4,688,13,186,6.649331107749037,25.138504542294818,154.21216434995614
20250420,274,4,36,6,792,69.37375072634629,86.72228936024854,635.9039599134052
20250420,763,4,672,6,611,64.44560946165053,63.45305329744878,483.10133724090065
20250420,426,4,119,13,520,35.86411825961748,51.68840430286342,432.44747743751907
20250420,51,4,524,16,286,35.96569634572697,25.456343113404817,224.57796054086822
20250420,168,4,38,6,337,7.770786485754586,40.06340732187623,289.1658061923692
20250420,157,4,700,17,733,90.82741501203641,83.84070108950742,558.3318838984562
20250420,713,4,342,14,890,79.10713945942285,49.6047554822662,761.288105058311
20250420,602,4,851,13,642,74.75190782874333,75.0587549638996,492.1893372073571
20250420,944,4,204,16,101,9.76222960062829,14.471999702333846,76.76577069703787
20250420,407,4,1000,5,374,46.62491076592951,23.033971526383805,304.3411177076867
20250420,114,4,215,7,992,70.9955207444575,145.864539669547,775.1399395859955
20250420,531,4,983,4,914,29.479227292187737,74.15415608692959,810.3666166208827
20250420,158,4,118,4,531,42.18786847100864,75.68766732078005,413.1244642082113
20250420,63,4,10,4,507,47.59729447346725,59.80816490573393,399.59454062079885
20250420,884,4,927,10,341,28.77485552105492,48.14628870214905,264.07885577679605
20250420,120,4,787,5,414,50.055376738677204,56.57295479956747,307.37166846175535
20250420,552,4,435,16,792,103.31698518325639,54.57668711170753,634.106327705036
20250420,794,4,475,15,424,61.7572514293887,60.60288922815103,301.6398593424603
20250420,76,4,41,14,158,11.668467987131232,23.549897579369368,122.78163443349939
20250420,188,4,269,2,228,23.516134639617093,13.764162200637577,190.71970315974534
20250420,482,4,783,12,741,73.8834648079784,93.37919588708024,573.7373393049413
20250420,977,4,653,5,168,20.419879482561413,18.30780928240917,129.2723112350294
20250420,210,4,198,10,576,14.554242074282397,43.5552533217976,517.89050460392
20250420,598,4,224,1,575,20.355305217411622,61.4685031459491,493.17619163663926
20250420,300,4,113,13,394,52.12377223246865,31.595351243842472,310.2808765236889
20250420,993,4,693,10,972,129.60847103554315,143.50636344666074,698.8851655177962
20250420,30,4,43,19,968,46.270273303883734,53.00955727989725,868.720169416219
20250420,730,4,618,1,947,76.11263714898983,60.21559264964178,810.6717702013684
20250420,256,4,484,10,387,38.50406021764277,42.23901376027287,306.2569260220844
20250420,637,4,734,3,140,11.335079869601502,14.589376366952019,114.07554376344648
20250420,603,4,702,6,410,33.59887710138628,22.429741604353357,353.97138129426037
20250420,806,4,262,18,128,7.17673748075004,12.141899443529999,108.68136307571996
20250420,597,4,755,3,494,21.492986860007786,38.065895289377664,434.44111785061455
20250420,997,4,876,19,346,29.538255138530044,38.26394974885561,278.19779511261436
20250420,589,4,976,13,648,37.330744659601685,62.031065627021356,548.638189713377
20250420,142,4,55,15,318,27.38039432559006,34.145437849484466,256.4741678249255
20250420,185,4,839,12,747,16.163392136194922,73.10131433812573,657.7352935256794
20250420,153,4,649,3,653,85.30020685227394,79.85705484713841,487.84273830058765
20250420,862,4,28,19,873,43.08738133272202,73.34619846909331,756.5664201981847
20250420,195,4,243,17,663,59.92808906493784,49.387307383754944,553.6846035513072
20250420,632,4,455,18,301,15.944062215889456,16.56876716379082,268.4871706203197
20250420,695,4,486,2,729,29.53617338978781,95.89419698623723,603.569629623975
20250420,323,4,296,6,103,12.840986439646192,11.35267720144256,78.80633635891124
20250420,825,4,233,17,352,47.27484697088767,22.13357355770113,282.5915794714112
20250420,700,4,463,3,405,33.53765164476427,26.255346284481735,345.207002070754
20250420,37,4,607,6,844,125.7405004633304,44.108246950765015,674.1512525859046
20250420,455,4,925,8,992,138.6960357901202,79.17041395617414,774.1335502537056
20250420,212,4,650,16,394,32.36025673450241,51.79245413181192,309.84728913368565
20250420,145,4,416,5,684,55.74846300439539,45.61819118727435,582.6333458083302
20250420,625,4,718,5,558,64.97502592243583,57.03238239301002,435.99259168455416
20250420,657,4,170,14,127,5.01127685855782,12.866374243101685,109.12234889834049
20250420,582,4,41,20,399,55.614667640099064,41.055549741443926,302.329782618457
20250420,733,4,7,17,475,55.68885208087407,26.165187843225098,393.1459600759008
20250420,753,4,449,18,976,133.34717133805972,128.02214093927913,714.6306877226612
20250420,573,4,818,16,880,103.87581753923537,89.8728416366869,686.2513408240777
20250420,650,4,249,9,304,35.26221783048347,32.66698855820021,236.07079361131633
20250420,228,4,28,19,782,108.63308080978358,59.826606115629616,613.5403130745868
20250420,858,4,689,14,479,35.12130594285359,62.4464089579487,381.4322850991977
20250420,70,4,672,19,133,3.936585406584255,15.320576461992111,113.74283813142364
20250420,406,4,154,6,201,21.76760833987591,17.00690663719849,162.2254850229256
20250420,108,4,436,7,305,35.06826918791889,35.69829408029742,234.23343673178368
20250420,933,4,33,3,797,82.73842333403087,101.27757109772361,612.9840055682455
20250420,34,4,8,8,118,8.027980024807626,14.80935725794012,95.16266271725226
20250420,106,4,46,18,385,38.033721679014505,23.32479460950406,323.64148371148144
20250420,644,4,158,1,172,25.26925142075432,23.357103259833355,123.37364531941233
20250420,241,4,864,14,939,40.465021129833595,74.51771838173109,824.0172604884353
20250420,759,4,157,8,171,11.789961068796176,21.83668017412667,137.37335875707714
20250420,476,4,13,8,206,5.039057659341286,22.328590493384663,178.63235184727404
20250420,580,4,212,9,871,44.28356883272362,82.10382743619286,744.6126037310835
20250420,474,4,561,15,992,62.53557840496177,76.77182384244102,852.6925977525972
20250420,316,4,404,12,521,15.09076463156191,28.758770394981546,477.15046497345656
20250420,481,4,218,12,220,32.376783019923955,23.338272353191368,164.28494462688468
20250420,930,4,984,17,847,74.68898547471154,84.6597511270359,687.6512633982526
20250420,553,4,591,6,879,111.79051922219492,95.86872896953886,671.3407518082662
20250420,680,4,883,4,913,128.0040311145575,105.45720262023754,679.5387662652049
20250420,377,4,710,20,313,9.465005419935933,27.302918933628842,276.23207564643525
20250420,753,4,710,7,291,13.29346656036854,35.92272142652107,241.78381201311038
20250420,683,4,567,15,518,45.007205443534055,63.43426137686645,409.5585331795995
20250420,482,4,432,5,852,82.72777739326581,86.88399087156382,682.3882317351704
20250420,541,4,404,8,903,46.66015255267094,111.28749139913427,745.0523560481947
20250420,964,4,505,13,166,16.279553225226582,20.02111513680232,129.6993316379711
20250420,429,4,641,8,726,32.0235386922741,89.48586764901691,604.490593658709
20250420,341,4,900,3,645,78.50801280653184,74.25922629322562,492.2327609002425
20250420,830,4,418,14,941,83.00674529310892,137.08638421609461,720.9068704907965
20250420,959,4,566,14,749,59.87731095920529,87.54382584346925,601.5788631973255
20250420,744,4,357,17,519,46.437955870668304,51.593658046211885,420.9683860831198
20250420,861,4,223,15,500,19.96885263128428,29.68564900694889,450.34549836176683
20250420,587,4,171,13,910,86.98923712910587,103.70099467707888,719.3097681938152
20250420,277,4,714,6,622,45.46266380730251,61.4180746857369,515.1192615069606
20250420,725,4,980,3,406,48.39223661681499,30.08523383433222,327.5225295488528
20250420,935,4,256,14,489,44.701770048077286,47.00673304226879,397.2914969096539
20250420,224,4,661,8,439,12.977510571012646,58.14020866651767,367.8822807624697
20250420,1000,4,13,8,581,64.13310927335027,85.83901941271009,431.0278713139396
20250420,825,4,480,7,800,33.63369925768587,50.413133476336114,715.953167265978
20250420,564,4,129,15,903,27.37131449026081,129.93449631357925,745.69418919616
20250420,624,4,648,14,480,66.33034542715579,60.83721203185364,352.83244254099054
20250420,40,4,463,13,444,28.73122093835986,60.87399978174975,354.3947792798904
20250420,427,4,912,16,162,17.839655975788066,10.353930583265056,133.80641344094687
20250420,217,4,850,3,525,78.63030502894287,43.25542261564477,403.11427235541237
20250420,524,4,979,5,216,7.232440365815175,29.612583425974623,179.1549762082102
20250420,184,4,482,6,582,74.8229462417353,81.94712094662967,425.229932811635
20250420,373,4,947,6,413,56.408161198446166,51.17307774765037,305.4187610539035
20250420,663,4,316,11,635,67.27139002278463,57.67683575278631,510.0517742244291
20250420,874,4,458,6,472,38.984700897148265,26.109984413870293,406.90531468898143
20250420,235,4,987,4,860,63.97234908723279,64.39627506403596,731.6313758487313
20250420,22,4,808,5,938,103.18571945896683,76.39030759797032,758.4239729430628
20250420,701,4,730,18,544,47.5504540861959,78.57239484498818,417.8771510688159
20250420,23,4,381,4,900,126.98103213149096,60.406274177659476,712.6126936908496
20250420,283,4,769,7,991,139.93774751482042,92.87754584265059,758.184706642529
20250420,731,4,25,1,653,29.155788397634463,41.11939690927946,582.724814693086
20250420,940,4,331,9,918,88.53093931712904,108.08662034831848,721.3824403345525
20250420,207,4,135,4,767,83.66254079290384,61.911643895212364,621.4258153118838
20250420,623,4,249,10,983,59.84929267184491,127.08834367195986,796.0623636561952
20250420,63,4,508,9,554,42.76570293319574,54.597766363514076,456.6365307032902
20250420,839,4,752,18,162,8.315842839428832,17.209023829167343,136.4751333314038
20250420,704,4,459,18,900,88.097996147123,62.650446856680595,749.2515569961964
20250420,881,4,46,4,978,99.76553946140152,81.82890544678145,796.4055550918171
20250420,786,4,34,3,649,27.196339298662842,46.971383455996055,574.8322772453411
20250420,492,4,685,1,295,26.289667290338564,22.6274858653527,246.08284684430873
20250420,127,4,662,3,298,34.995681054502306,41.655347867149324,221.34897107834837
20250420,88,4,156,4,847,38.80875606301813,109.14616834005986,699.0450755969221
20250420,529,4,294,7,422,51.32177436187231,51.45637142229458,319.2218542158331
20250420,67,4,800,8,280,30.179450487303484,17.804907643936993,232.01564186875953
