DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20250420,477,84,617,7,109,2.5108505980639997,14.208669428346198,92.2804799735898
20250420,276,84,684,19,355,51.50908514301826,21.302676688921682,282.18823816806
20250420,422,84,982,11,436,19.77183208843251,49.11599543186473,367.11217247970274
20250420,708,84,17,13,515,52.45667915541821,44.066112376602696,418.4772084679791
20250420,29,84,665,7,272,33.991342495762225,13.61721428228624,224.39144322195153
20250420,377,84,890,17,196,9.674785260505057,11.709813177503044,174.6154015619919
20250420,38,84,496,8,824,55.222553338979594,67.1181405349778,701.6593061260426
20250420,876,84,487,3,211,22.26296732989073,12.65239476342543,176.08463790668384
20250420,582,84,245,15,467,31.192522700990537,34.22754211247159,401.5799351865379
20250420,551,84,960,3,928,20.742080185262537,94.45829371329218,812.7996261014453
20250420,416,84,689,11,337,42.069080225007305,30.97423806625128,263.9566817087414
20250420,842,84,840,2,659,18.691728717404146,81.81831133452629,558.4899599480696
20250420,609,84,732,5,900,100.48260695086735,111.75112748258489,687.7662655665478
20250420,827,84,403,3,372,51.034582884072606,30.74584743903891,290.21956967688845
20250420,883,84,90,2,907,77.08170795416467,50.69044178198575,779.2278502638496
20250420,517,84,207,2,929,64.0938640072922,79.17557193928852,785.7305640534194
20250420,296,84,262,12,915,32.2526345777508,114.149909089703,768.5974563325462
20250420,840,84,900,5,208,24.175472075214653,23.206455162075684,160.61807276270966
20250420,419,84,662,5,676,39.34390864272175,96.53236836772723,540.123722989551
20250420,767,84,877,16,974,125.04545787241041,82.7882666245967,766.1662755029929
20250420,481,84,417,4,731,89.0004807094286,56.236313479440305,585.7632058111311
20250420,923,84,388,20,515,36.71575502663488,46.489569016176496,431.7946759571886
20250420,221,84,109,2,152,5.3974596348442505,21.044672476920116,125.55786788823563
20250420,271,84,84,4,493,38.33683327705019,65.00279425428246,389.66037246866733
20250420,314,84,822,5,402,54.96557506887025,51.20634449518078,295.828080435949
20250420,832,84,515,12,723,26.21186483313868,78.77421415197712,618.0139210148842
20250420,456,84,288,18,185,11.21610976701899,9.363266126348893,164.42062410663212
20250420,268,84,833,7,379,24.668521707416758,45.64934516044261,308.6821331321406
20250420,26,84,384,17,440,27.76786679340613,47.5638350022524,364.66829820434145
20250420,47,84,855,10,455,9.240256907262967,52.23712034616047,393.5226227465766
20250420,93,84,954,16,469,64.53097905988025,40.87915433074443,363.58986660937535
20250420,108,84,341,8,986,58.310996401419324,106.44858752622997,821.2404160723507
20250420,891,84,99,9,718,67.15796393550764,101.32181397164402,549.5202220928484
20250420,557,84,410,10,215,20.86862637519672,23.972264253991803,170.15910937081148
20250420,312,84,396,17,547,48.77023437509897,48.30665957053108,449.92310605436995
20250420,442,84,692,4,749,95.07656851520929,85.59831684076354,568.3251146440272
20250420,435,84,550,4,682,18.39086054257856,86.50122404310098,577.1079154143205
20250420,858,84,632,8,529,31.14501656188269,26.72563298714009,471.1293504509772
20250420,211,84,702,10,515,39.711152944705596,46.246940877124,429.0419061781704
20250420,267,84,102,11,167,19.33611102029176,14.208364774443766,133.45552420526448
20250420,503,84,619,6,442,48.89638992154061,23.998694391843035,369.1049156866163
20250420,769,84,389,8,857,19.130088479651445,90.93565579538954,746.934255724959
20250420,471,84,477,18,396,44.848722841547946,34.23487048290266,316.9164066755494
20250420,151,84,170,14,875,103.60512061208969,66.86589838684236,704.5289810010679
20250420,581,84,61,14,664,25.50940956293214,55.97549947237788,582.51509096469
20250420,939,84,740,6,916,20.23747835104236,75.00090977821426,820.7616118707434
20250420,588,84,595,2,568,15.117740123180972,69.50179193047391,483.3804679463451
20250420,456,84,886,9,557,78.77710969385983,48.21669900355847,430.00619130258167
20250420,775,84,909,8,759,53.92845279470434,63.287523889550485,641.7840233157451
20250420,270,84,40,18,405,10.45447607570213,37.93831299447681,356.60721092982106
20250420,329,84,586,5,316,38.89056419711793,23.03274120083012,254.07669460205193
20250420,790,84,736,15,429,36.988907153532686,31.96764537250117,360.0434474739661
20250420,150,84,333,1,861,84.72819936766653,53.876578254190996,722.3952223781425
20250420,546,84,626,6,178,12.113176953733843,21.73926572787076,144.1475573183954
20250420,133,84,69,3,535,24.517124394649173,69.84584267778808,440.63703292756276
20250420,148,84,666,14,848,42.46197174782168,118.15026618093525,687.3877620712431
20250420,650,84,345,14,162,16.864876472074727,8.383661424497586,136.75146210342768
20250420,596,84,475,4,814,28.66452012183576,93.0729085618673,692.262571316297
20250420,291,84,43,12,186,8.421323433999037,18.072225984571595,159.50645058142936
20250420,52,84,547,10,606,45.70612188030624,46.94007762722021,513.3538004924735
20250420,331,84,415,3,933,42.621313277093314,120.48528812542996,769.8933985974768
20250420,91,84,521,19,204,22.595614995063475,19.857124537088524,161.547260467848
20250420,687,84,235,11,556,34.361447068591076,41.658325437536746,479.9802274938722
20250420,562,84,408,17,796,51.39716154007017,90.37438737135614,654.2284510885737
20250420,649,84,675,3,492,55.56991533007977,70.89099028722815,365.53909438269204
20250420,161,84,700,11,954,80.90029578170953,134.2450688040306,738.8546354142599
20250420,26,84,645,10,730,16.9629291444978,69.941499472839,643.0955713826631
20250420,978,84,955,2,297,16.871776750311277,32.74223094031685,247.3859923093719
20250420,561,84,204,1,787,46.86644223794203,112.06196491421387,628.0715928478442
20250420,10,84,439,20,433,36.387820266364834,23.38427030939263,373.2279094242425
20250420,272,84,788,11,107,7.782314481882373,13.619466724939793,85.59821879317784
20250420,644,84,881,16,412,12.21683309323852,52.28227455839188,347.5008923483696
20250420,557,84,208,17,259,12.371808231608592,19.15279097254907,227.47540079584235
20250420,52,84,854,18,992,61.86773771570966,73.6386686457545,856.4935936385358
20250420,137,84,600,6,632,21.8211094237702,73.87891397470675,536.2999766015231
20250420,931,84,987,11,665,58.65030163590932,68.89218641983528,537.4575119442554
20250420,769,84,295,12,916,83.88489765693237,128.11559564098113,703.9995067020865
20250420,912,84,907,1,391,9.856805086594742,48.01614475886626,333.127050154539
20250420,342,84,609,18,654,54.77334561792544,70.32028355301647,528.9063708290581
